Date,A1,A7,A30,AR2,AR7,AR30,New User,NU R2,NU R7,NU R30,NU R2_Abs,NU R7_Abs,NU R30_Abs,Revival7,Revival7 R2,Revival7 R7,Revival7 R30,Revival30,Revival30 R2,Revival30 R7,Revival30 R30,C7,C7 Rate,C30,C30 Rate,Retained 7,New User A7,Revival 7 A7,Retained 30,New User A30,Revival 30 A30,EO Month
2024-01-30,4272952,9170247,17154208,72.68%,58.50%,45.12%,149007,42.80%,16.40%,6.30%,63727,24420,9384,246409,38.70%,21.10%,14.00%,98551,39.70%,18.80%,10.30%,3011337,33.60%,6641387,41.70%,5956477,1382698,1831072,9278848,5005517,2869843,0
2024-01-31,4296826,9091257,17118780,74.43%,59.00%,46.99%,155617,44.80%,17.20%,6.90%,69775,26825,10733,268772,43.90%,24.90%,15.70%,111514,44.50%,22.70%,10.80%,3118520,34.40%,6704982,42.00%,5957455,1336126,1797676,9261361,4990777,2866642,1
2024-02-01,4545187,8971771,17158552,74.81%,57.20%,48.83%,175167,45.50%,17.20%,7.80%,79781,30196,13738,305833,43.90%,22.60%,17.30%,122772,43.50%,20.30%,12.00%,3268337,35.40%,6747798,42.10%,5963839,1284836,1723096,9270728,5014249,2873575,0
2024-02-02,4860187,8963839,17211468,70.94%,57.66%,46.18%,197363,42.50%,17.80%,7.00%,83924,35135,13896,363981,39.30%,22.80%,15.60%,141558,39.40%,20.00%,10.90%,3257600,35.00%,6827999,42.40%,6037596,1231462,1694781,9292603,5045367,2873498,0
2024-02-03,4693172,8933829,17220525,69.70%,62.03%,45.46%,179647,41.40%,19.00%,6.70%,74435,34048,12008,324909,37.70%,25.20%,15.00%,125764,38.30%,21.80%,10.60%,3256185,34.90%,6922427,42.60%,6074226,1191070,1668533,9320244,5046988,2853293,0
2024-02-04,4407293,8884460,17133944,70.47%,61.87%,44.53%,156982,40.70%,18.20%,6.00%,63885,28522,9382,277772,35.90%,24.10%,13.50%,107496,37.60%,20.70%,9.60%,3257444,34.90%,7063300,43.10%,6073172,1161725,1649563,9316001,5007520,2810423,0
2024-02-05,4207424,8873151,17043524,73.11%,60.69%,46.33%,133395,43.40%,17.00%,6.50%,57939,22656,8637,239417,38.40%,22.20%,14.30%,92460,40.20%,19.60%,10.30%,3207001,34.60%,7143685,43.50%,6073387,1147178,1652586,9292140,4965048,2786336,0
2024-02-06,4241484,8860052,16997556,71.98%,58.75%,46.46%,138069,42.50%,16.20%,6.40%,58654,22364,8807,245800,37.00%,20.50%,14.30%,95070,39.20%,18.40%,10.50%,3108127,33.90%,7137430,43.50%,6062120,1136240,1661692,9276680,4941485,2779391,0
2024-02-07,4207142,8844808,16992333,73.51%,58.63%,48.83%,139556,43.70%,16.20%,7.10%,61027,22575,9851,244803,38.30%,20.00%,15.70%,94372,40.00%,18.00%,11.40%,3006770,33.10%,7117223,43.40%,6084487,1120179,1640142,9270135,4941957,2780241,0
2024-02-08,4428589,8839905,17030224,75.04%,57.26%,50.45%,162888,45.50%,16.60%,8.00%,74082,27049,12990,294497,41.40%,19.40%,18.10%,110713,42.10%,17.80%,12.90%,2871855,32.00%,7125206,43.40%,6099916,1107900,1632089,9276790,4966516,2786918,0
2024-02-09,4832038,8840252,17126740,70.33%,57.37%,48.79%,193258,41.50%,17.40%,7.50%,80269,33612,14540,374950,35.90%,20.50%,17.30%,138850,37.70%,18.70%,12.40%,2851390,31.80%,7145974,43.40%,6112449,1103795,1624008,9306682,5019949,2800109,0
2024-02-10,4627705,8821208,17131604,69.31%,61.90%,48.66%,173699,40.70%,18.80%,7.20%,70767,32725,12482,320333,34.70%,23.70%,16.90%,118624,36.80%,20.90%,12.30%,2831313,31.70%,7221228,43.60%,6102516,1097847,1620845,9329027,5023826,2778751,0
2024-02-11,4342204,8806238,17054609,69.16%,61.91%,51.50%,151263,39.60%,18.10%,7.40%,59926,27369,11220,275217,33.10%,22.80%,18.10%,101360,35.70%,20.40%,13.40%,2797310,31.50%,7341843,44.00%,6087150,1092128,1626960,9325766,4989315,2739528,0
2024-02-12,4101107,8791056,16952368,71.83%,60.58%,53.66%,125679,42.50%,16.60%,7.70%,53378,20918,9719,239928,36.10%,21.60%,19.90%,84822,38.10%,18.80%,14.10%,2787593,31.40%,7424371,44.40%,6085558,1084412,1621086,9295109,4944497,2712762,0
2024-02-13,4075461,8751260,16889492,72.13%,59.23%,53.33%,126489,42.60%,16.00%,7.50%,53896,20246,9472,240408,36.40%,20.90%,19.60%,86309,38.50%,18.40%,13.90%,2796346,31.60%,7426894,44.50%,6063706,1072832,1614722,9264027,4919270,2706195,0
2024-02-14,4108194,8738677,16870195,73.36%,59.46%,53.77%,128253,43.60%,16.40%,8.00%,55954,21038,10289,246813,37.20%,20.80%,20.10%,87639,39.60%,18.70%,14.60%,2780826,31.40%,7395946,44.40%,6063982,1061529,1613166,9246864,4915437,2707894,0
2024-02-15,4373084,8757723,16885712,74.92%,56.44%,54.29%,152843,46.00%,15.30%,8.70%,70323,23324,13225,303866,41.30%,18.80%,22.00%,106756,42.70%,17.30%,16.20%,2748159,31.10%,7384147,44.40%,6091746,1051484,1614493,9239803,4931334,2714575,0
2024-02-16,4794244,8760270,16967525,70.00%,57.00%,52.04%,187862,41.20%,16.60%,8.30%,77316,31128,15507,385849,35.30%,19.80%,20.50%,138382,37.70%,18.30%,15.40%,2747713,31.10%,7388544,44.40%,6092539,1046088,1621643,9256354,4982419,2728752,0
2024-02-17,4586378,8737391,16978124,68.62%,61.75%,51.85%,167990,39.50%,18.00%,7.70%,66425,30274,12975,327727,33.60%,22.90%,19.70%,116791,35.90%,20.80%,14.60%,2756553,31.20%,7427869,44.50%,6064655,1040379,1632357,9260758,4996909,2720457,0
2024-02-18,4244663,8694511,16854104,69.24%,63.08%,52.82%,139316,38.90%,18.40%,7.60%,54197,25654,10653,269910,32.00%,23.40%,19.40%,95130,35.40%,21.10%,14.50%,2772253,31.50%,7571239,45.10%,6033985,1028432,1632094,9226724,4953768,2673612,0
2024-02-19,3992957,8661315,16714197,72.73%,62.24%,54.66%,115122,42.70%,17.70%,8.10%,49152,20369,9293,227990,35.50%,21.70%,20.00%,80588,38.80%,20.00%,15.20%,2772651,31.50%,7657326,45.50%,6018405,1017875,1625035,9165810,4904030,2644357,0
2024-02-20,4055246,8659034,16614454,70.84%,59.99%,54.27%,121138,40.80%,16.60%,8.00%,49369,20079,9731,245715,34.10%,20.80%,20.00%,86619,37.20%,19.20%,15.20%,2736460,31.30%,7691203,45.80%,6014800,1012524,1631710,9107780,4874565,2632109,0
2024-02-21,3949234,8632434,16539347,74.20%,60.64%,54.82%,119642,43.40%,16.80%,8.20%,51940,20067,9791,236540,37.50%,21.00%,20.20%,86657,39.50%,19.20%,15.30%,2736454,31.30%,7727358,46.00%,6002223,1003913,1626298,9053582,4860002,2625763,0
2024-02-22,4268256,8634007,16462166,75.28%,57.56%,54.50%,146244,45.70%,15.80%,8.80%,66816,23139,12817,297679,40.60%,18.90%,21.20%,107201,42.30%,18.20%,16.00%,2733180,31.20%,7793894,46.50%,6024543,997314,1612150,8964545,4870180,2627441,0
2024-02-23,4697344,8605535,16444191,71.27%,57.30%,52.46%,181345,41.60%,16.40%,8.10%,75520,29715,14764,377676,36.30%,19.70%,20.50%,138900,38.80%,18.70%,15.70%,2747976,31.40%,7865220,46.70%,6012294,990797,1602444,8972644,4849336,2622211,0
2024-02-24,4604852,8580527,16340565,69.45%,61.20%,52.69%,169030,40.70%,18.30%,8.30%,68800,30944,14072,344612,34.30%,22.20%,20.30%,126217,37.00%,20.50%,15.50%,2765450,31.70%,8000760,47.20%,5971941,991837,1616749,8961981,4791909,2586675,0
2024-02-25,4328823,8578283,16235441,68.78%,61.64%,53.49%,147324,39.30%,18.20%,7.90%,57846,26813,11641,291790,32.10%,22.20%,19.90%,108002,35.70%,20.50%,15.20%,2757582,31.70%,8110065,47.30%,5936929,999845,1641509,9020312,4688496,2526633,0
2024-02-26,4024855,8566629,16113863,72.11%,61.51%,54.52%,118518,42.00%,17.50%,8.20%,49823,20697,9716,234725,35.10%,21.20%,20.00%,87194,38.90%,19.70%,15.40%,2749950,31.70%,8170796,47.40%,5911365,1003241,1652023,9049066,4586975,2477822,0
2024-02-27,4006020,8534263,16024838,71.93%,59.51%,54.45%,116968,41.90%,16.10%,8.20%,48985,18820,9566,238472,34.60%,19.50%,20.20%,88193,38.40%,18.50%,15.50%,2767062,32.00%,8168908,47.40%,5891972,999071,1643220,9053981,4517616,2453241,0
2024-02-28,3961196,8542954,15994595,73.67%,60.42%,54.74%,115894,43.40%,16.70%,8.20%,50309,19409,9453,234739,36.80%,20.30%,20.40%,88289,39.70%,18.80%,15.40%,2729352,31.60%,8133596,47.30%,5903082,995323,1644549,9058901,4485568,2450126,0
2024-02-29,4217192,8561269,16000413,74.65%,58.64%,54.76%,138782,44.60%,16.40%,8.70%,61857,22745,12015,289894,39.20%,19.60%,21.70%,105916,40.60%,17.90%,16.10%,2694959,31.20%,8084716,47.10%,5939048,987861,1634360,9069492,4475343,2455578,1
2024-03-01,4592864,8539480,16056285,70.33%,59.30%,53.04%,168143,41.20%,17.00%,8.40%,69245,28658,14047,359799,34.50%,21.20%,20.70%,129311,36.90%,19.10%,15.70%,2659701,30.90%,8015898,46.80%,5945834,974659,1618987,9102882,4487869,2465534,0
2024-03-02,4439113,8483899,16054558,69.78%,62.91%,52.99%,157731,40.80%,18.80%,8.30%,64298,29638,13040,323594,34.20%,23.80%,20.70%,117040,36.60%,21.00%,15.60%,2665004,31.10%,8023051,46.80%,5915523,963360,1605016,9135501,4470433,2448624,0
2024-03-03,4221597,8442800,15960899,68.70%,64.25%,53.31%,137638,38.20%,19.10%,7.80%,52613,26233,10742,285660,31.10%,24.90%,20.10%,103012,34.10%,22.00%,15.30%,2688791,31.30%,8070191,46.90%,5889492,953674,1599634,9141277,4410708,2408914,0
2024-03-04,3903661,8403797,15848887,73.11%,64.70%,55.04%,111426,42.90%,18.20%,8.10%,47750,20259,9049,225160,35.60%,24.10%,20.80%,81597,38.80%,21.70%,16.00%,2703703,31.60%,8087917,47.00%,5862926,946582,1594289,9132608,4342487,2373792,0
2024-03-05,3977229,8393358,15789209,72.52%,66.20%,55.09%,117795,41.90%,18.60%,8.00%,49348,21857,9454,242072,34.70%,26.20%,21.00%,86724,37.90%,23.70%,16.00%,2689068,31.50%,8017243,46.80%,5845195,947409,1600754,9116701,4303300,2369208,0
2024-03-06,4020501,8416207,15775779,73.99%,67.02%,55.26%,121116,43.00%,19.40%,8.50%,52049,23506,10351,258364,38.90%,29.00%,23.00%,94858,41.10%,26.10%,17.90%,2690499,31.50%,7939871,46.60%,5852455,952631,1611121,9103653,4291021,2381105,0
2024-03-07,4400575,8531921,15824000,75.06%,64.12%,54.98%,157054,45.30%,18.50%,8.90%,71154,29121,13956,373939,45.30%,29.20%,26.20%,135378,45.80%,26.40%,20.30%,2655742,31.00%,7890383,46.40%,5905527,970903,1655491,9107173,4310006,2406821,0
2024-03-08,4808466,8625994,15945610,71.64%,62.91%,52.73%,189641,41.30%,18.50%,8.50%,78230,35157,16100,430495,38.00%,26.90%,22.70%,162901,40.00%,24.40%,18.00%,2617634,30.70%,7849925,46.20%,5921846,992401,1711747,9142408,4360091,2443111,0
2024-03-09,4832312,8752127,16035870,70.33%,64.70%,52.69%,195475,39.40%,18.90%,8.40%,77030,36975,16344,406999,35.90%,28.70%,22.00%,153844,38.20%,26.00%,17.30%,2559158,30.20%,7844759,46.10%,5924741,1030145,1797241,9185465,4392678,2457727,0
2024-03-10,4627130,8837417,15999457,74.57%,65.61%,53.46%,165748,43.30%,19.70%,8.40%,71830,32673,13849,342881,40.50%,28.80%,21.70%,133803,43.00%,26.40%,17.40%,2524255,29.90%,7925718,46.30%,5918545,1058255,1860617,9201022,4365168,2433267,0
2024-03-11,4940590,9118536,16051128,75.11%,63.23%,53.37%,181032,45.10%,19.00%,8.80%,81619,34378,15970,418555,42.70%,28.40%,23.40%,172646,45.30%,26.90%,19.30%,2436107,29.00%,7915594,46.20%,5967690,1127861,2022985,9216010,4372501,2462617,0
2024-03-12,5098743,9368399,16142162,74.14%,62.12%,52.83%,181022,44.70%,18.60%,9.10%,80877,33693,16543,397532,41.00%,26.60%,22.70%,170239,44.00%,25.70%,18.70%,2379478,28.30%,7830341,45.90%,6013880,1191088,2163431,9224268,4402260,2515634,0
2024-03-13,5034894,9554926,16248916,75.21%,63.03%,51.67%,174603,45.40%,18.30%,8.30%,79340,31994,14476,339498,41.20%,26.00%,20.60%,149931,44.20%,24.80%,17.00%,2353927,28.00%,7727449,45.60%,6062280,1244575,2248071,9224919,4451184,2572813,0
2024-03-14,5219575,9742782,16398650,75.98%,61.72%,50.49%,193054,45.40%,17.50%,8.00%,87567,33837,15537,379749,42.40%,24.00%,19.30%,169543,44.20%,22.60%,15.70%,2335323,27.40%,7642260,45.20%,6196598,1280575,2265609,9247232,4517749,2633669,0
2024-03-15,5650417,10017220,16689839,72.00%,59.40%,47.11%,242456,39.30%,16.30%,6.90%,95375,39526,16709,521798,33.40%,20.60%,15.30%,267391,32.10%,17.50%,11.50%,2332044,27.00%,7569422,44.90%,6293950,1333390,2389880,9300773,4631952,2757114,0
2024-03-16,5511271,10162197,16860175,71.73%,61.96%,45.69%,217560,40.20%,18.00%,6.60%,87421,39115,14389,416711,35.20%,23.80%,15.00%,202142,35.70%,21.40%,11.70%,2376604,27.20%,7541522,44.70%,6375523,1355475,2431199,9344190,4696669,2819316,0
2024-03-17,5260876,10282209,16881375,72.86%,63.27%,44.91%,186638,40.80%,18.20%,6.20%,76159,33900,11631,341038,35.90%,24.00%,14.10%,161542,37.10%,22.00%,11.20%,2393086,27.10%,7605517,44.80%,6444331,1376365,2461513,9362008,4695445,2823922,0
2024-03-18,5145203,10321279,16900614,74.77%,63.91%,45.36%,168576,43.00%,17.90%,6.40%,72427,30249,10817,314918,37.80%,23.70%,14.30%,147706,39.10%,21.90%,11.30%,2516643,27.60%,7619905,44.90%,6601893,1363909,2355477,9358219,4696031,2846364,0
2024-03-19,5226135,10367053,16990486,74.38%,63.90%,43.03%,177280,43.00%,18.00%,5.90%,76298,31887,10425,330333,37.80%,23.90%,12.70%,152706,40.00%,22.70%,10.10%,2636123,28.10%,7507736,44.50%,6732276,1360167,2274610,9346368,4733995,2910123,0
2024-03-20,5247344,10442029,17129070,74.51%,63.26%,45.47%,184507,44.40%,17.90%,6.30%,81910,33019,11601,331111,38.90%,23.70%,14.10%,152290,41.10%,22.50%,11.10%,2730418,28.60%,7373995,44.10%,6824508,1370071,2247450,9340202,4803380,2985488,0
2024-03-21,5367420,10516391,17287785,75.03%,62.07%,46.11%,202830,45.10%,17.60%,6.30%,91429,35647,12799,358041,40.30%,22.80%,14.70%,163186,42.30%,21.90%,11.60%,2815315,28.90%,7267840,43.70%,6927467,1379847,2209077,9346614,4885072,3056099,0
2024-03-22,5582084,10447210,17503835,73.38%,61.71%,44.77%,221572,43.10%,17.90%,6.10%,95576,39670,13445,393808,37.60%,22.90%,14.10%,178489,40.00%,21.90%,11.30%,3005682,30.00%,7154831,43.30%,7011538,1358963,2076709,9384516,4987002,3132317,0
2024-03-23,5538042,10421771,17658181,73.66%,63.46%,42.61%,211272,43.00%,18.60%,5.40%,90902,39319,11306,369767,37.30%,23.90%,12.70%,161721,39.80%,22.70%,10.00%,3116774,30.70%,7042739,42.80%,7045423,1352675,2023673,9419427,5052030,3186724,0
2024-03-24,5492805,10456283,17728126,74.16%,63.60%,41.25%,203031,42.20%,18.50%,4.90%,85724,37529,10019,355642,36.60%,24.00%,11.60%,154240,39.30%,22.50%,9.30%,3209550,31.20%,6992576,42.50%,7072659,1369068,2014556,9451615,5073716,3202795,0
2024-03-25,5449020,10498949,17781615,74.54%,63.20%,41.84%,187582,43.60%,17.90%,5.10%,81718,33586,9504,329896,37.30%,23.20%,11.90%,141953,39.90%,21.70%,9.40%,3231655,31.30%,6885232,42.10%,7089624,1388074,2021251,9455333,5092268,3234014,0
2024-03-26,5391397,10516321,17860360,74.66%,62.72%,43.05%,184252,43.60%,17.30%,5.20%,80282,31950,9497,318461,37.30%,22.40%,12.60%,136178,40.00%,21.20%,9.70%,3255136,31.40%,6786789,41.80%,7111917,1395046,2009358,9448652,5129196,3282512,0
2024-03-27,5375159,10534405,17989792,74.93%,62.72%,43.56%,190554,42.80%,17.00%,5.20%,81618,32478,9978,315346,37.70%,22.30%,12.80%,133982,40.00%,21.00%,10.00%,3296779,31.60%,6674278,41.40%,7145250,1401093,1988062,9439585,5201232,3348975,0
2024-03-28,5478122,10552836,18139360,75.70%,62.50%,45.48%,198299,44.80%,17.30%,5.90%,88886,34376,11798,339113,39.80%,22.50%,14.20%,140846,42.00%,21.10%,11.00%,3321169,31.60%,6579319,41.10%,7195222,1396562,1961052,9445519,5282563,3411278,0
2024-03-29,5710792,10583482,18341596,73.86%,61.70%,43.90%,226214,43.00%,17.20%,5.50%,97219,38866,12525,384831,37.50%,22.30%,13.40%,159031,39.90%,20.80%,10.30%,3227956,30.90%,6519238,40.80%,7219254,1401204,1963024,9475357,5392883,3473356,0
2024-03-30,5674877,10613600,18495720,73.43%,63.20%,42.69%,217633,42.80%,17.80%,5.20%,93136,38799,11313,367747,37.20%,23.10%,12.90%,148466,39.70%,21.70%,9.90%,3185509,30.60%,6490951,40.60%,7236262,1407565,1969773,9509462,5471734,3514524,0
2024-03-31,5559054,10621783,18569385,72.99%,63.26%,42.19%,205104,41.80%,17.80%,5.10%,85649,36469,10493,341230,35.70%,22.90%,12.50%,136552,38.50%,21.30%,9.60%,3201213,30.60%,6519912,40.60%,7255070,1409638,1957075,9536373,5508695,3524317,1
2024-04-01,5406101,10608429,18631293,74.33%,63.74%,44.21%,186934,43.10%,17.80%,5.30%,80505,33210,9971,310523,37.10%,23.50%,13.00%,122365,39.90%,21.60%,10.00%,3234704,30.80%,6505573,40.50%,7264245,1408990,1935194,9548985,5537898,3544410,0
2024-04-02,5381769,10600367,18708883,75.15%,63.75%,46.25%,179790,43.60%,17.70%,5.90%,78306,31752,10588,307945,37.50%,23.20%,14.00%,118179,40.30%,21.40%,10.80%,3244110,30.80%,6425104,40.30%,7272211,1404528,1923628,9535795,5580050,3593038,0
2024-04-03,5454311,10616928,18844349,74.91%,64.17%,45.19%,184851,43.20%,17.60%,5.70%,79852,32485,10494,325904,37.00%,23.50%,13.60%,123728,40.00%,21.70%,10.40%,3244751,30.80%,6317084,39.90%,7289654,1398825,1928449,9531803,5653475,3659071,0
2024-04-04,5540147,10647958,18986226,75.58%,63.06%,46.16%,194275,43.90%,18.20%,6.10%,85204,35370,11765,344652,38.50%,24.90%,14.30%,130690,41.10%,22.30%,11.00%,3228238,30.60%,6247067,39.60%,7324598,1394801,1928559,9542142,5729955,3714129,0
2024-04-05,5737368,10650896,19155361,73.76%,60.71%,44.40%,210128,42.40%,17.50%,5.70%,88995,36720,11993,377764,36.70%,24.30%,13.30%,143192,39.40%,21.80%,10.20%,3232311,30.50%,6202093,39.30%,7351171,1378715,1921010,9573686,5818967,3762708,0
2024-04-06,5676463,10645225,19280264,74.04%,60.34%,42.85%,207339,42.60%,16.70%,5.40%,88418,34532,11104,362234,37.60%,23.00%,12.60%,134662,39.80%,20.60%,9.60%,3250589,30.60%,6184377,39.10%,7363011,1368421,1913793,9639623,5869252,3771389,0
2024-04-07,5662719,10661725,19337547,73.89%,59.11%,41.48%,200704,41.20%,15.90%,4.80%,82714,31921,9725,365380,36.50%,21.50%,11.30%,132802,39.10%,19.50%,8.80%,3253993,30.60%,6234345,39.10%,7367790,1364021,1929914,9711265,5880315,3745967,0
2024-04-08,5614613,10707328,19376986,75.39%,56.34%,41.36%,191901,43.40%,14.70%,4.80%,83266,28249,9206,348798,38.60%,19.20%,11.10%,127686,40.70%,17.60%,8.70%,3233146,30.50%,6267090,39.10%,7375283,1368988,1963057,9768780,5876741,3731465,0
2024-04-09,5744334,10801461,19477658,73.19%,53.10%,40.57%,196506,42.40%,13.60%,4.80%,83413,26815,9526,374479,39.30%,16.90%,11.00%,137548,40.20%,15.60%,8.70%,3199562,30.20%,6194693,38.70%,7400805,1385704,2014952,9804764,5907499,3765395,0
2024-04-10,5949305,11061830,19655352,70.75%,50.82%,39.69%,243887,42.40%,12.40%,4.60%,103522,30140,11324,500223,39.70%,15.50%,10.80%,187416,41.10%,14.20%,8.20%,3136204,29.50%,6150143,38.30%,7480724,1444740,2136366,9900985,5970354,3784013,0
2024-04-11,6352911,11779375,20339330,71.04%,52.37%,38.34%,767940,60.90%,69.10%,1.70%,467525,530986,12872,443644,38.70%,13.70%,11.50%,179024,41.20%,12.80%,9.00%,3107387,29.20%,6150662,38.10%,7540571,2018405,2220399,9991500,6557272,3790558,0
2024-04-12,6112626,11869609,20492618,65.82%,49.19%,39.25%,248614,40.50%,12.60%,4.90%,100777,31323,12076,381733,35.40%,15.90%,11.10%,157329,37.90%,14.60%,8.70%,3094873,29.10%,6180705,38.00%,7556023,2056891,2256695,10068211,6631283,3793124,0
2024-04-13,5493393,11876906,20551872,67.86%,55.35%,42.32%,212114,38.20%,12.90%,5.10%,81037,27461,10727,322293,33.00%,17.60%,11.30%,128305,35.50%,16.20%,8.80%,3091244,29.00%,6251400,38.10%,7553981,2061666,2261259,10147250,6650343,3754279,0
2024-04-14,5550688,11784972,20415270,71.13%,52.08%,38.86%,170671,38.10%,13.60%,5.00%,65078,23268,8592,275781,32.40%,18.60%,11.20%,105791,34.70%,16.90%,8.70%,3129353,29.40%,6453561,38.70%,7532372,2031633,2220967,10236278,6578558,3600434,0
2024-04-15,5199918,11642601,20287955,74.06%,50.99%,40.00%,137467,40.20%,12.70%,5.30%,55269,17419,7352,247893,33.80%,17.00%,11.60%,91323,36.00%,15.50%,9.00%,3194690,29.80%,6578173,39.00%,7512638,1977199,2152764,10282002,6498465,3507488,0
2024-04-16,5152775,11429994,20208973,71.20%,49.92%,40.63%,135924,37.40%,12.10%,5.50%,50849,16439,7429,247469,30.30%,16.10%,11.80%,89640,32.90%,14.80%,9.10%,3335338,30.90%,6592590,39.10%,7466123,1916617,2047254,10288785,6447751,3472437,0
2024-04-17,4869325,11079045,20178021,66.13%,51.52%,41.98%,162847,45.80%,17.50%,8.40%,74517,28544,13661,231127,36.80%,18.40%,13.10%,85892,38.50%,17.30%,10.40%,3613453,32.70%,6607883,39.10%,7448377,1835577,1795091,10292731,6442022,3443268,0
2024-04-18,4733991,10772285,20171128,73.36%,57.14%,47.69%,176049,44.60%,16.20%,7.80%,78575,28582,13809,300766,37.50%,18.50%,14.30%,101716,39.50%,17.20%,10.80%,3875812,32.90%,6663920,39.20%,7903563,1243686,1625036,10326566,6440791,3403771,0
2024-04-19,4946633,10541712,20229182,71.74%,57.64%,46.65%,215897,41.40%,16.00%,7.20%,89431,34625,15552,361407,36.30%,18.90%,13.70%,127399,37.10%,16.70%,9.70%,4098222,34.50%,6744901,39.40%,7771387,1210969,1559356,10384169,6472181,3372832,0
2024-04-20,4947463,10391795,20299875,67.51%,60.04%,45.76%,231277,34.90%,16.00%,6.60%,80707,37119,15260,385296,31.30%,19.00%,12.60%,142761,31.00%,15.50%,8.50%,4285621,36.10%,6830272,39.50%,7591285,1230132,1570378,10457513,6500628,3341734,0
2024-04-21,4509543,10215900,20230846,68.77%,62.15%,46.24%,170341,35.60%,17.60%,6.60%,60558,30004,11268,288592,30.50%,21.30%,12.80%,99835,31.10%,17.70%,8.90%,4362882,37.00%,6983795,39.90%,7422090,1229802,1564008,10520040,6449397,3261409,0
2024-04-22,4189021,10039217,20103651,73.11%,63.23%,48.95%,125887,41.70%,17.50%,7.00%,52509,21981,8781,226772,36.70%,22.30%,14.80%,75391,37.60%,19.00%,10.40%,4368038,37.50%,7106674,40.20%,7274563,1218222,1546432,10551507,6364012,3188132,0
2024-04-23,4217667,9822313,19986887,73.65%,61.95%,48.90%,126451,41.70%,16.70%,6.70%,52789,21085,8419,236215,37.10%,21.50%,14.90%,77388,37.60%,18.60%,10.10%,4364543,38.20%,7166276,40.40%,7065451,1208749,1548113,10561850,6287432,3137605,0
2024-04-24,4371549,9252935,19910573,72.32%,61.98%,48.97%,133100,39.60%,16.50%,6.60%,52675,21962,8820,288657,34.00%,21.00%,15.10%,93591,32.60%,16.70%,9.50%,4631598,41.80%,7207990,40.50%,6447447,1179002,1626486,10573625,6232950,3103998,0
2024-04-25,4481752,9132813,19858861,74.91%,63.34%,50.37%,146934,43.00%,17.50%,7.40%,63121,25663,10821,307990,39.90%,23.50%,17.30%,97388,37.70%,18.50%,10.70%,4437830,41.20%,7270289,40.70%,6334455,1149887,1648471,10590071,6195632,3073158,0
2024-04-26,4844137,9097223,19859906,71.48%,60.65%,47.99%,179047,40.20%,17.00%,6.90%,72002,30425,12406,380066,36.70%,22.70%,16.30%,120974,35.60%,18.10%,10.30%,4220429,40.00%,7364232,40.90%,6321283,1113037,1662903,10625560,6184125,3050221,0
2024-04-27,4751302,8958813,19830592,70.51%,62.68%,48.15%,164346,40.00%,17.80%,6.90%,65708,29293,11344,344786,35.90%,24.40%,16.00%,111272,35.50%,19.30%,10.20%,4115833,39.60%,7471185,41.20%,6275962,1046106,1636745,10668175,6150172,3012245,0
2024-04-28,4660385,9032065,19849232,69.62%,60.94%,46.28%,272357,22.40%,9.80%,3.50%,60969,26676,9470,303190,36.20%,23.70%,14.70%,97156,36.20%,19.00%,9.70%,3996547,39.10%,7634462,41.60%,6219353,1148122,1664590,10707134,6196315,2945783,0
2024-04-29,4395611,9084757,19729761,74.29%,61.42%,48.48%,140178,42.30%,16.40%,6.30%,59327,23034,8847,270213,38.90%,22.00%,15.30%,88114,38.70%,18.30%,10.30%,3832831,38.20%,7773486,42.00%,6206386,1162413,1715958,10722234,6118860,2888667,0
2024-04-30,4589882,9182471,19648703,74.93%,58.43%,47.93%,155139,43.00%,14.90%,6.50%,66665,23150,10026,304079,40.00%,19.90%,16.00%,97028,39.10%,16.60%,10.30%,3623173,36.90%,7848974,42.30%,6199140,1191101,1792230,10720411,6068895,2859397,1
