Date,Region,A1,A7,A30,AR2,AR7,AR30,New User,NU R2,NU R7,NU R30,NU R2_Abs,NU R7_Abs,NU R30_Abs,Revival7,Revival7 R2,Revival7 R7,Revival7 R30,Revival30,Revival30 R2,Revival30 R7,Revival30 R30,C7,C7 Rate,C30,C30 Rate,Retained 7,New User A7,Revival 7 A7,Retained 30,New User A30,Revival 30 A30,EO Month
12/10/2024,Outside MEA,188627,408317,721614,72.20%,60.30%,50.60%,2208,44.10%,15.10%,7.20%,973,334,160,15083,32.10%,17.10%,12.90%,6608,31.00%,14.00%,9.00%,122855,31.90%,425333,50.60%,262411,20115,125791,414435,68449,238730,0
12/11/2024,Middle East,1776969,3789499,7043479,74.40%,59.40%,51.20%,59329,44.40%,16.60%,7.60%,26343,9859,4482,116994,37.50%,18.40%,14.80%,48351,36.80%,15.60%,10.20%,1266013,33.90%,2940603,42.50%,2471563,474554,843382,3982992,1860890,1199597,0
12/11/2024,North Africa,3099691,5805488,9464013,77.20%,64.00%,51.30%,84949,41.80%,14.10%,5.70%,35492,11938,4860,157813,39.20%,21.00%,13.90%,70762,37.90%,17.20%,9.60%,1381519,26.30%,3774109,39.20%,3880879,646374,1278235,5854133,2141513,1468367,0
12/11/2024,SSA,489116,1005510,1885840,71.00%,58.40%,45.50%,24423,48.10%,19.60%,7.20%,11751,4791,1759,28951,42.60%,25.70%,15.60%,11243,44.50%,23.50%,12.40%,371873,36.40%,771232,44.70%,648435,184215,172860,955020,691400,239420,0
12/11/2024,Outside MEA,185534,399250,718025,71.80%,59.70%,50.90%,2185,44.90%,15.70%,7.60%,981,343,165,15495,32.00%,17.50%,13.00%,6899,31.10%,14.70%,9.10%,128432,32.00%,423482,50.70%,273309,19665,106276,411093,68870,238062,0
12/12/2024,Middle East,1930362,3747491,7082105,73.90%,57.00%,52.40%,69644,45.90%,16.50%,8.30%,31950,11520,5753,149393,39.30%,17.80%,17.00%,60785,38.50%,15.40%,11.80%,1314161,34.50%,2935886,42.40%,2495263,459180,793048,3985574,1880271,1216260,0
12/12/2024,North Africa,3187906,5798835,9520921,79.40%,63.10%,57.70%,87106,45.00%,14.90%,7.70%,39191,12946,6687,173556,45.00%,22.40%,19.30%,76766,43.60%,19.20%,14.00%,1466623,26.90%,3733299,39.00%,3988421,642597,1167817,5846417,2173327,1501177,0
12/12/2024,SSA,490891,995054,1898237,72.10%,58.60%,48.10%,25293,48.80%,19.80%,8.00%,12337,5016,2033,29499,43.60%,25.80%,17.60%,11569,44.40%,24.00%,13.70%,386697,37.40%,758265,44.30%,648002,181849,165203,955270,699394,243573,0
12/12/2024,Outside MEA,183430,386989,713716,72.20%,59.30%,54.30%,2265,44.20%,15.50%,11.10%,1000,351,251,15955,33.60%,17.80%,17.20%,7076,32.00%,14.10%,11.90%,134626,33.70%,420831,50.70%,265253,19166,102570,409254,69560,234902,0
12/13/2024,Middle East,2053609,3736077,7148160,68.10%,58.20%,49.00%,87846,41.30%,17.40%,6.80%,36260,15266,5969,177067,32.40%,19.40%,14.50%,73518,33.30%,16.80%,10.10%,1316821,34.40%,2929676,42.30%,2516134,451305,768638,3994848,1915603,1237709,0
12/13/2024,North Africa,3465667,5857115,9642387,75.30%,60.20%,56.40%,115225,40.80%,14.30%,7.40%,46976,16527,8521,228529,40.40%,21.70%,19.10%,101881,39.20%,18.40%,13.70%,1497312,26.80%,3701896,38.70%,4080977,649590,1126548,5860025,2238646,1543716,0
12/13/2024,SSA,513481,1002827,1914283,70.60%,57.60%,47.90%,28357,47.80%,19.70%,7.90%,13566,5585,2240,33239,43.50%,25.80%,17.80%,12624,44.30%,23.30%,13.30%,381801,36.70%,758192,44.20%,657418,181594,163815,959055,710294,244934,0
12/13/2024,Outside MEA,189478,383409,713669,69.40%,58.20%,52.90%,2541,43.10%,15.60%,8.60%,1095,396,218,17961,32.00%,18.00%,15.60%,7735,31.70%,15.40%,11.00%,135541,34.10%,420220,50.80%,262509,19052,101848,406686,70361,236622,0
12/14/2024,Middle East,1879792,3727340,7158196,68.10%,63.00%,49.50%,69842,40.00%,18.70%,6.70%,27913,13094,4645,132366,31.10%,22.20%,14.40%,53974,32.40%,19.00%,9.90%,1316557,34.30%,2945229,42.40%,2520597,450320,756423,4004061,1919298,1234837,0
12/14/2024,North Africa,3403990,5889301,9734737,72.80%,64.20%,55.90%,106453,37.40%,15.70%,7.20%,39802,16754,7626,210806,37.60%,24.70%,19.30%,90987,36.20%,20.80%,13.60%,1525446,26.90%,3666328,38.40%,4135502,651222,1102577,5875839,2286707,1572191,0
12/14/2024,SSA,524375,1018581,1933664,69.90%,57.50%,46.90%,30017,48.00%,19.40%,8.00%,14395,5838,2388,36086,43.20%,24.80%,17.40%,13935,44.50%,22.80%,12.90%,365436,35.30%,759071,44.00%,668786,183723,166072,967341,722209,244114,0
12/14/2024,Outside MEA,186523,382497,715604,69.30%,60.80%,52.20%,2358,41.80%,17.50%,10.10%,985,413,239,17191,31.30%,18.10%,14.70%,7642,31.00%,14.80%,10.50%,135985,34.00%,419849,51.00%,263608,17567,101322,403317,71055,241232,0
12/15/2024,Middle East,1729564,3731359,7109994,72.50%,61.60%,52.50%,55559,43.80%,17.80%,7.60%,24353,9897,4205,106708,35.20%,20.50%,16.10%,42609,36.50%,18.00%,11.30%,1305119,34.10%,2992067,42.80%,2522122,452352,756885,4004804,1893117,1212073,0
12/15/2024,North Africa,3198461,5903722,9731184,72.00%,65.80%,54.00%,84012,35.90%,16.70%,6.80%,30129,14010,5732,172305,34.60%,25.00%,17.30%,71233,33.70%,21.30%,12.10%,1522355,26.70%,3710256,38.70%,4173000,644441,1086281,5886199,2285487,1559498,0
12/15/2024,SSA,523300,1025870,1948666,67.20%,57.50%,43.20%,29899,43.60%,19.40%,6.30%,13024,5798,1869,34709,36.90%,24.00%,14.30%,13404,38.70%,21.30%,10.10%,350141,34.30%,762901,43.90%,670548,185137,170185,974231,731121,243314,0
12/15/2024,Outside MEA,182084,380427,715779,68.70%,61.20%,52.60%,2178,40.00%,18.10%,10.30%,872,394,225,17107,29.30%,18.00%,15.60%,7645,29.20%,15.70%,11.20%,136402,33.90%,420541,51.20%,266036,16395,97996,400378,71283,244118,0
12/16/2024,Middle East,1725052,3717255,7088518,72.50%,60.10%,52.20%,53353,44.30%,17.20%,7.70%,23623,9159,4130,105631,34.70%,19.40%,16.00%,41603,36.10%,17.10%,11.30%,1311548,34.30%,2987988,42.80%,2508423,451765,757067,3994566,1880752,1213200,0
12/16/2024,North Africa,2980179,5865139,9694189,76.80%,67.80%,56.30%,64115,41.80%,17.50%,7.20%,26805,11219,4609,141154,39.80%,25.60%,18.50%,55569,39.40%,22.20%,13.40%,1578042,27.30%,3753588,38.90%,4200100,625276,1039763,5884138,2262960,1547091,0
12/16/2024,SSA,497986,1031432,1951304,71.40%,58.40%,43.90%,25935,49.20%,19.60%,6.40%,12755,5078,1663,29009,41.80%,24.60%,14.00%,11027,44.10%,22.40%,10.20%,344644,33.90%,772323,44.10%,673264,187255,170913,980419,731331,239554,0
12/16/2024,Outside MEA,171238,373219,711729,70.50%,61.90%,52.40%,1857,40.70%,17.40%,9.20%,756,323,171,14270,30.70%,18.40%,14.30%,6221,31.40%,16.40%,10.40%,139574,33.70%,420941,51.30%,274633,15592,82994,399691,70874,241164,0
12/17/2024,Middle East,1711176,3699557,7091697,72.90%,60.20%,52.00%,52614,44.20%,16.70%,7.50%,23234,8803,3960,105304,35.10%,19.30%,15.90%,41467,36.70%,16.90%,11.40%,1289320,34.00%,2927389,42.40%,2506748,448187,744622,3978920,1882368,1230409,0
12/17/2024,North Africa,3069153,5861976,9696755,74.80%,65.80%,53.20%,73398,39.30%,16.50%,6.40%,28831,12126,4726,159915,36.70%,24.90%,16.00%,65161,37.00%,21.90%,11.30%,1569556,27.10%,3722467,38.80%,4219579,615258,1027139,5876830,2259780,1560145,0
12/17/2024,SSA,509163,1040338,1951781,71.30%,57.60%,42.70%,26009,49.10%,19.40%,6.30%,12778,5036,1629,30084,41.80%,24.00%,13.60%,11269,43.80%,21.60%,9.50%,331991,32.90%,780808,44.30%,676616,189933,173789,982485,731404,237892,0
12/17/2024,Outside MEA,172418,373921,712766,71.70%,61.90%,52.40%,1770,42.70%,15.50%,8.30%,755,274,147,14303,31.90%,17.90%,14.30%,6193,33.00%,15.60%,10.80%,137190,33.60%,279041,41.20%,271127,15154,87640,398261,70513,243992,0
12/18/2024,Middle East,1735880,3691048,7093115,73.70%,61.10%,54.30%,52891,45.30%,18.20%,8.50%,23951,9602,4492,109889,36.00%,19.90%,17.80%,42449,37.00%,17.60%,12.50%,1275156,33.60%,2905358,42.30%,2514343,441749,734956,3961460,1882836,1248819,0
12/18/2024,North Africa,3028075,5850463,9685181,74.70%,65.90%,55.40%,69985,40.40%,16.90%,7.10%,28287,11809,4980,153577,38.20%,24.70%,17.10%,61975,39.10%,22.40%,12.30%,1572166,27.10%,3701206,38.70%,4233322,600294,1016847,5861755,2258620,1564806,0
12/18/2024,SSA,517922,1050030,1964471,70.60%,57.30%,42.40%,26880,48.60%,19.60%,6.50%,13067,5268,1738,30736,40.70%,23.60%,13.60%,11649,43.30%,21.60%,9.80%,323425,32.20%,771699,44.00%,682085,192390,175555,982450,740256,241765,0
12/18/2024,Outside MEA,169875,367457,707550,70.90%,62.10%,53.10%,1846,40.60%,15.20%,10.70%,749,280,197,14272,30.90%,18.10%,15.90%,6175,31.50%,15.70%,11.10%,133975,33.60%,277810,40.40%,265275,14815,87367,409005,70646,227899,0
12/19/2024,Middle East,1882242,3689988,7106621,74.00%,59.00%,53.10%,65763,46.10%,17.80%,8.20%,30306,11680,5396,150056,38.40%,19.10%,18.10%,56486,38.90%,17.20%,12.70%,1222989,32.60%,2913986,42.30%,2524502,437868,727618,3971048,1890932,1244641,0
12/19/2024,North Africa,3031506,5854232,9715720,78.10%,66.00%,58.60%,77763,43.30%,17.00%,7.60%,33690,13214,5889,168290,42.70%,25.50%,19.50%,70255,43.10%,23.10%,14.00%,1548457,26.70%,3674968,38.50%,4250378,590951,1012903,5860262,2276618,1578840,0
12/19/2024,SSA,520969,1060196,1979131,71.20%,57.80%,44.30%,27534,47.90%,19.80%,6.70%,13175,5439,1849,32027,41.80%,25.20%,14.60%,12084,44.40%,23.60%,10.60%,308467,31.00%,759609,43.60%,686587,194631,178978,982954,750005,246172,0
12/19/2024,Outside MEA,175280,369013,710187,72.30%,62.20%,53.30%,2235,43.80%,16.10%,8.50%,979,359,190,15889,33.20%,19.00%,15.30%,6926,33.10%,17.00%,11.10%,128802,33.30%,276405,40.30%,258187,14785,96041,410136,70294,229757,0
12/20/2024,Middle East,2029344,3683274,7142344,66.90%,58.90%,50.00%,78806,41.00%,18.60%,7.50%,32275,14640,5925,183998,29.70%,19.70%,16.50%,69889,31.60%,17.40%,11.60%,1207812,32.30%,2927442,42.30%,2528265,428828,726181,3991621,1907209,1243514,0
12/20/2024,North Africa,3307254,5832220,9791738,74.80%,63.20%,56.50%,92849,41.20%,16.30%,7.70%,38300,15103,7137,214399,37.90%,22.80%,18.70%,87547,38.80%,21.00%,13.00%,1586218,27.10%,3641104,38.30%,4270897,568575,992748,5868792,2315736,1607210,0
12/20/2024,SSA,531787,1067592,1992668,70.00%,56.70%,45.90%,27505,47.30%,19.70%,7.70%,12998,5415,2115,34244,40.50%,24.60%,16.30%,12505,43.70%,23.40%,11.70%,307794,30.70%,760068,43.50%,695033,193779,178780,986577,758419,247672,0
12/20/2024,Outside MEA,184833,367625,711491,69.50%,61.30%,53.00%,2056,41.90%,16.80%,8.10%,861,346,167,17933,29.80%,18.70%,15.40%,7690,29.60%,16.10%,10.50%,129013,33.60%,276999,40.60%,254396,14300,98929,405253,69965,236273,0
12/21/2024,Middle East,1815678,3653192,7114650,68.40%,62.70%,51.00%,59368,40.70%,19.80%,7.60%,24158,11757,4512,129265,29.80%,21.80%,15.50%,49343,32.40%,19.00%,11.20%,1215768,32.60%,2975842,42.60%,2511572,418354,723266,4004641,1892102,1217907,0
12/21/2024,North Africa,3292526,5803663,9860206,75.70%,65.20%,53.60%,96071,41.80%,16.70%,6.50%,40176,16089,6281,208792,40.00%,24.10%,16.70%,85476,40.60%,21.60%,11.40%,1631542,27.70%,3606434,38.00%,4257759,558193,987711,5876978,2352729,1630499,0
12/21/2024,SSA,535956,1074257,2006525,70.50%,56.80%,45.20%,28930,48.50%,19.40%,7.70%,14019,5599,2215,35610,41.80%,24.50%,16.40%,13351,45.10%,23.00%,12.10%,314220,30.80%,763841,43.50%,704361,192692,177204,991160,766628,248737,0
12/21/2024,Outside MEA,185244,369526,715943,70.40%,61.40%,52.40%,3852,34.30%,12.30%,5.90%,1322,474,229,17026,30.80%,19.00%,14.60%,7308,30.80%,15.80%,10.20%,129824,33.90%,277791,40.90%,252673,15794,101059,400830,71351,243762,0
12/22/2024,Middle East,1683877,3640724,7035165,72.20%,62.80%,52.10%,49554,43.60%,18.80%,7.40%,21606,9307,3666,105111,33.50%,21.20%,16.00%,39611,35.50%,18.70%,11.40%,1220970,32.70%,3053614,43.30%,2510389,412349,717986,3998561,1856478,1180126,0
12/22/2024,North Africa,3323101,5833016,9886309,73.20%,65.10%,50.80%,99618,38.90%,16.70%,5.70%,38739,16657,5685,213606,36.60%,24.00%,14.60%,86438,38.40%,21.10%,10.00%,1654452,28.00%,3624559,38.10%,4249270,573799,1009947,5886818,2369678,1629813,0
12/22/2024,SSA,544145,1079754,2018086,68.60%,57.10%,40.20%,29810,46.00%,19.60%,5.90%,13714,5833,1754,36444,37.40%,23.90%,12.40%,13620,40.80%,22.20%,9.20%,318060,31.00%,769741,43.60%,707810,192603,179341,995379,773112,249595,0
12/22/2024,Outside MEA,186806,372977,718973,69.80%,61.40%,51.10%,3481,36.80%,13.10%,5.90%,1280,456,207,17458,29.80%,18.80%,14.30%,7348,29.90%,16.00%,10.00%,127819,33.60%,278812,41.10%,252608,17097,103272,398950,72224,247799,0
12/23/2024,Middle East,1677163,3629675,6994126,73.80%,61.80%,53.20%,48160,44.90%,18.00%,7.80%,21636,8667,3756,104726,35.20%,20.40%,16.60%,39599,37.30%,18.10%,11.60%,1213782,32.70%,3075273,43.60%,2503473,407156,719046,3980313,1839577,1174236,0
12/23/2024,North Africa,3182066,5894017,9893536,76.10%,65.90%,52.20%,87218,42.20%,16.50%,5.90%,36795,14351,5115,180810,40.40%,24.30%,15.10%,77086,41.30%,21.30%,10.30%,1615491,27.50%,3642515,38.20%,4249648,596902,1047467,5884481,2376049,1633006,0
12/23/2024,SSA,528847,1087989,2020306,70.80%,57.50%,40.80%,26934,49.00%,19.60%,5.90%,13197,5276,1602,32381,40.90%,23.60%,12.60%,12287,44.20%,22.20%,9.20%,319957,31.00%,780235,43.80%,711475,193602,182912,1000768,772816,246722,0
12/23/2024,Outside MEA,183895,377783,719883,71.40%,61.90%,51.30%,3477,36.70%,11.90%,5.90%,1277,413,206,16555,31.80%,18.70%,13.90%,7178,32.30%,15.80%,9.30%,124034,33.20%,280703,41.20%,249185,18717,109881,400476,72850,246557,0
12/24/2024,Middle East,1753536,3642166,6998516,72.90%,61.50%,52.20%,54734,44.80%,18.30%,7.80%,24513,10042,4276,121671,35.20%,21.40%,17.00%,45818,37.20%,18.70%,12.30%,1200051,32.40%,3026560,43.30%,2499506,409276,733384,3962371,1843542,1192603,0
12/24/2024,North Africa,3196141,5925050,9923935,76.10%,64.50%,51.10%,89602,40.30%,15.40%,5.50%,36152,13826,4887,175158,39.70%,23.00%,14.70%,74770,40.80%,20.80%,9.90%,1611994,27.50%,3592021,38.00%,4249982,613106,1061962,5869584,2396653,1657698,0
12/24/2024,SSA,536523,1095628,2021769,71.00%,57.30%,40.20%,27521,50.00%,20.20%,5.90%,13771,5569,1616,33289,42.30%,23.90%,12.90%,12435,44.90%,22.70%,9.70%,324593,31.20%,790155,44.10%,715745,195114,184769,1000663,774000,247106,0
12/24/2024,Outside MEA,188499,382555,720848,71.50%,60.90%,50.50%,3173,39.20%,13.10%,6.80%,1243,417,216,17384,31.80%,18.20%,13.40%,7574,31.80%,15.30%,9.30%,121978,32.60%,281014,41.30%,251943,20120,110492,400227,73546,247075,0
12/25/2024,Middle East,1798924,3665093,7019315,73.00%,61.30%,53.70%,63402,45.90%,19.10%,8.80%,29092,12102,5609,129709,36.10%,21.20%,18.40%,50458,38.10%,19.40%,13.50%,1190006,32.20%,3000337,43.10%,2501042,419787,744264,3954172,1858871,1206272,0
12/25/2024,North Africa,3211202,5958873,9991443,75.20%,64.90%,52.80%,89564,39.80%,15.70%,5.90%,35689,14021,5322,174892,38.60%,23.20%,15.80%,73926,39.90%,20.40%,10.70%,1602542,27.40%,3515050,37.50%,4247921,632685,1078267,5856382,2436972,1698089,0
12/25/2024,SSA,558347,1109623,2039973,68.60%,55.70%,39.60%,31869,47.70%,19.90%,5.90%,15197,6346,1872,37568,37.90%,22.40%,12.30%,13915,42.00%,22.10%,9.20%,329603,31.40%,782411,43.90%,720427,200103,189093,1000126,786797,253050,0
12/25/2024,Outside MEA,193738,388364,725089,70.50%,60.50%,51.30%,3096,34.10%,13.10%,7.10%,1055,405,219,18368,31.00%,17.90%,14.60%,8253,32.30%,15.90%,10.40%,119959,32.60%,279122,41.20%,247498,21370,119496,398296,74757,252036,0
12/26/2024,Middle East,1927322,3705128,7068001,72.50%,61.30%,52.90%,77241,48.30%,20.90%,9.20%,37308,16105,7083,163785,37.60%,21.80%,19.50%,63093,39.30%,19.70%,14.10%,1172406,31.80%,2992713,43.10%,2517582,431265,756281,3948809,1888357,1230835,0
12/26/2024,North Africa,3178701,5993705,10051411,77.00%,67.70%,55.40%,88235,41.40%,16.30%,6.70%,36511,14413,5893,172920,40.70%,24.90%,17.70%,71738,41.10%,21.10%,11.90%,1583237,27.00%,3468814,37.20%,4270995,643157,1079553,5848068,2472605,1730738,0
12/26/2024,SSA,542431,1116164,2053565,70.00%,58.50%,42.20%,29635,48.10%,21.50%,6.50%,14257,6379,1928,32454,38.80%,23.90%,13.10%,11992,42.80%,23.20%,9.80%,334877,31.60%,772352,43.70%,725319,202204,188641,996731,796937,259897,0
12/26/2024,Outside MEA,192494,392299,727724,70.50%,62.40%,52.00%,3269,39.90%,15.40%,7.00%,1304,502,228,17823,31.10%,18.70%,14.70%,7828,31.70%,16.00%,10.50%,118550,32.10%,277693,40.70%,250463,22404,119432,405432,76088,246204,0
12/27/2024,Middle East,2001672,3695459,7126294,68.60%,60.40%,50.60%,84461,43.50%,20.10%,8.00%,36736,16990,6797,174519,31.40%,21.30%,17.00%,68660,34.20%,19.10%,12.30%,1177311,32.00%,2989448,43.00%,2505963,436920,752576,3956331,1923127,1246836,0
12/27/2024,North Africa,3324805,5996927,10136456,75.20%,64.10%,54.50%,97172,40.10%,15.00%,6.30%,39004,14624,6162,196019,38.30%,22.30%,17.70%,79992,38.80%,19.40%,11.90%,1556992,26.70%,3445996,37.10%,4275228,647480,1074219,5851523,2520837,1764096,0
12/27/2024,SSA,542316,1118486,2064065,70.50%,57.40%,44.60%,28608,48.20%,20.60%,7.60%,13801,5884,2170,31857,39.10%,22.70%,14.70%,11766,42.70%,22.10%,11.00%,338707,31.70%,776090,43.80%,728885,203307,186294,997781,804945,261339,0
12/27/2024,Outside MEA,192191,393864,730314,70.00%,61.00%,50.90%,3293,38.90%,13.00%,8.60%,1280,428,282,17782,29.70%,18.10%,14.60%,7947,30.50%,16.00%,9.80%,116320,31.60%,277958,40.80%,251305,23641,118918,403977,77517,248820,0
12/28/2024,Middle East,1873174,3702754,7119023,69.60%,62.30%,50.80%,68703,44.30%,20.00%,7.90%,30408,13731,5461,137099,32.00%,22.30%,16.40%,52876,34.80%,19.60%,11.80%,1162685,31.80%,3025800,43.30%,2490507,446255,765992,3959443,1924304,1235276,0
12/28/2024,North Africa,3322293,6007437,10209726,75.50%,64.90%,51.60%,97941,40.50%,14.90%,5.90%,39621,14554,5773,197563,39.80%,22.50%,17.20%,76241,39.60%,19.20%,10.80%,1522431,26.20%,3417386,36.90%,4281232,649350,1076855,5849757,2565298,1794671,0
12/28/2024,SSA,548239,1121973,2072721,70.30%,57.30%,44.20%,28620,48.60%,19.60%,7.60%,13913,5618,2161,32822,38.50%,22.60%,15.10%,11676,43.10%,21.60%,11.90%,339888,31.60%,781993,43.90%,734369,202997,184607,998579,811398,262744,0
12/28/2024,Outside MEA,191972,396162,733199,70.40%,61.10%,50.50%,3254,37.80%,14.10%,8.20%,1230,458,268,16959,30.10%,16.90%,14.30%,7568,31.20%,14.20%,10.20%,115554,31.30%,279116,40.90%,253972,23043,119147,403463,78729,251007,0
12/29/2024,Middle East,1777898,3726801,7057535,73.40%,62.00%,51.60%,61971,47.50%,19.60%,8.10%,29416,12166,5002,118570,36.00%,21.90%,17.10%,45886,38.90%,19.80%,12.00%,1152500,31.70%,3101837,44.00%,2488224,458672,779905,3945944,1903274,1208317,0
12/29/2024,North Africa,3334029,6009124,10248163,72.90%,63.40%,50.30%,101032,36.70%,14.10%,5.50%,37100,14251,5604,201335,34.70%,21.50%,16.50%,77465,36.20%,17.70%,10.50%,1540380,26.40%,3408129,36.90%,4292636,650764,1065724,5839999,2594080,1814084,0
12/29/2024,SSA,546249,1120677,2074831,69.30%,56.90%,39.40%,27594,46.50%,19.30%,5.90%,12840,5314,1633,32272,35.10%,21.40%,11.60%,11469,39.10%,19.70%,8.60%,341988,31.70%,791866,44.20%,737766,200781,182130,997718,814541,262572,0
12/29/2024,Outside MEA,191445,397726,734144,70.40%,61.10%,49.10%,3223,40.00%,13.90%,8.00%,1289,449,257,16808,29.70%,17.60%,13.60%,7517,31.00%,15.40%,9.50%,116468,31.20%,281316,41.10%,256509,22785,118432,403848,79913,250383,0
12/30/2024,Middle East,1827848,3766842,7038619,73.20%,61.10%,51.80%,63644,47.80%,19.20%,8.50%,30418,12249,5416,127543,36.20%,21.20%,17.40%,50030,39.00%,19.40%,12.70%,1136435,31.30%,3118332,44.30%,2493240,474156,799446,3924537,1904513,1209569,0
12/30/2024,North Africa,3169850,6008304,10253756,75.90%,59.50%,52.10%,84503,40.10%,12.30%,5.90%,33893,10415,4950,168514,38.70%,18.90%,16.70%,65196,39.00%,15.20%,10.90%,1579695,26.80%,3406214,36.90%,4314322,648049,1045933,5821617,2604544,1827595,0
12/30/2024,SSA,537036,1120956,2069032,69.90%,56.20%,40.30%,25825,48.80%,19.10%,6.10%,12598,4938,1570,30776,37.70%,21.50%,12.50%,10654,42.00%,20.00%,9.00%,346252,31.80%,806109,44.70%,741737,199672,179547,996068,813015,259949,0
12/30/2024,Outside MEA,190759,400394,735720,71.00%,60.80%,50.40%,3188,41.60%,13.50%,9.30%,1325,429,296,16317,30.60%,17.40%,14.80%,7211,31.30%,15.10%,10.50%,118650,31.40%,282728,41.10%,259133,22496,118765,405240,80962,249518,0
12/31/2024,Middle East,1892060,3809433,7059893,73.80%,58.70%,50.30%,70067,47.10%,17.60%,8.30%,32997,12333,5836,141540,36.60%,19.80%,16.90%,56727,38.50%,17.80%,12.50%,1134937,31.20%,3074620,44.10%,2507229,489489,812715,3899570,1925357,1234966,1
12/31/2024,North Africa,3241920,6030197,10274934,77.90%,54.30%,50.30%,94206,41.00%,9.90%,5.40%,38603,9323,5068,185012,40.70%,15.50%,16.20%,69586,39.20%,12.50%,10.30%,1595963,26.90%,3383280,36.90%,4329087,652653,1048457,5789932,2628872,1856130,1
12/31/2024,SSA,533847,1120326,2058387,71.40%,51.60%,40.00%,25910,49.60%,14.90%,6.10%,12848,3872,1579,30954,39.20%,18.40%,12.70%,10676,42.70%,17.00%,9.70%,349759,31.90%,821563,45.40%,745869,198061,176396,987991,811586,258810,1
12/31/2024,Outside MEA,192226,400952,735695,72.00%,57.80%,49.00%,2996,39.60%,11.00%,6.70%,1187,329,202,16878,30.20%,15.00%,13.40%,7397,31.40%,13.00%,9.30%,121984,31.90%,283416,41.20%,260571,22319,118062,405151,81754,248790,1
1/1/2025,Middle East,2000808,3866812,7099088,72.30%,57.30%,50.30%,79299,47.10%,17.20%,8.40%,37379,13635,6680,158755,36.30%,19.10%,17.20%,63047,38.20%,17.20%,12.60%,1134698,31.00%,3053861,44.00%,2530395,505386,831031,3881915,1957409,1259764,0
1/1/2025,North Africa,3475996,6106706,10361574,72.50%,54.30%,50.40%,109535,36.10%,10.50%,6.00%,39525,11529,6532,225072,34.30%,15.90%,17.20%,82518,34.50%,12.80%,10.80%,1601737,26.90%,3324941,36.60%,4357136,672624,1076946,5763568,2687615,1910391,0
1/1/2025,SSA,566046,1121767,2064726,68.30%,49.60%,39.10%,29724,46.60%,14.40%,5.50%,13853,4271,1640,36627,35.50%,17.00%,11.90%,12300,39.50%,15.50%,8.70%,356239,32.10%,820336,45.50%,753384,195916,172467,980630,820018,264078,0
1/1/2025,Outside MEA,200054,401567,738049,69.70%,56.50%,48.70%,2794,37.90%,13.10%,8.30%,1059,366,232,18267,29.90%,15.70%,14.30%,7893,31.40%,13.70%,10.10%,125487,32.30%,282148,41.00%,262877,22017,116673,406744,82724,248581,0
1/2/2025,Middle East,2043288,3911012,7127279,72.00%,57.70%,50.70%,84698,48.00%,17.90%,8.80%,40645,15152,7493,167479,36.80%,19.50%,17.70%,67763,38.60%,17.80%,13.10%,1136616,30.70%,3070988,44.30%,2568512,512843,829657,3857397,1990823,1279059,0
1/2/2025,North Africa,3246532,6126607,10374856,76.20%,56.30%,54.30%,90568,38.90%,10.90%,6.30%,35221,9858,5751,178382,38.30%,16.90%,18.00%,67216,37.60%,13.50%,11.90%,1617212,27.00%,3336131,36.80%,4376493,674957,1075157,5735976,2718148,1920732,0
1/2/2025,SSA,546871,1123363,2064265,70.40%,51.60%,42.20%,28288,47.30%,14.10%,6.40%,13390,3984,1811,32709,38.00%,18.60%,13.80%,11157,42.10%,16.70%,10.10%,358761,32.10%,823845,45.90%,757403,194569,171391,969688,826177,268400,0
1/2/2025,Outside MEA,196646,403735,740094,70.90%,58.50%,50.30%,2748,37.00%,12.90%,7.80%,1016,354,213,17560,30.70%,16.40%,14.80%,7708,31.60%,14.20%,10.30%,128201,32.70%,283061,40.60%,264098,21496,118141,413457,83250,243387,0
1/3/2025,Middle East,2073971,3930228,7168109,69.10%,58.60%,49.00%,88696,43.30%,18.20%,7.40%,38367,16149,6593,170894,32.00%,19.50%,15.50%,69739,35.00%,17.90%,11.40%,1123379,30.40%,3089387,44.50%,2572080,517078,841070,3855995,2014870,1297244,0
